"","theta"
"500",0.471370280535476
"501",1.31298809870525
"502",-0.784685532926055
"503",-1.29369381614461
"504",0.947496038133147
"505",-0.174704193862722
"506",-0.436253560042848
"507",1.16216410054258
"508",0.0643172711860014
"509",0.0617882812257198
"510",-0.183103118654559
"511",0.245093028493573
"512",0.943611431510585
"513",0.395165874128852
"514",-0.292970761424417
"515",-0.561069231743418
"516",-0.779328289055382
"517",0.0635630481382984
"518",-0.0285925572297075
"519",0.466082673818688
"520",0.505648027600919
"521",-0.814819484778227
"522",-0.531520409901772
"523",1.10896239809341
"524",-0.532687843604388
"525",1.42082943217472
"526",-0.0262086838816239
"527",-0.197133094807791
"528",-0.308549684703535
"529",0.811896308218031
"530",-0.645208686595387
"531",0.568635454666561
"532",0.710422740793633
"533",0.675598515260228
"534",-0.64266578421188
"535",-0.803369441763486
"536",0.676214168861444
"537",-1.48166313933773
"538",1.235340967708
"539",-1.36232104059796
"540",-1.14376748792182
"541",-1.62914722379007
"542",0.919545023905439
"543",0.458738867905534
"544",-0.0157672354837599
"545",0.941297095118468
"546",0.08242113163089
"547",0.530680682021925
"548",0.0555131739572392
"549",-0.420142176512492
"550",0.0768123477784503
"551",0.652189436665405
"552",0.452088882702882
"553",-1.63534326974834
"554",-1.90154610313449
"555",1.32548888099219
"556",0.512260440716339
"557",0.278903757425049
"558",1.00724910111085
"559",-0.0366795405817462
"560",-0.435076164794562
"561",0.421280120115628
"562",-0.513964195827621
"563",0.698249443435423
"564",0.939177831999832
"565",-0.328247673431938
"566",1.56473889225962
"567",0.359655674587735
"568",1.10498403979676
"569",0.379072920883264
"570",0.922474756739439
"571",-1.99255479274908
"572",1.04065071022324
"573",-0.101452407801427
"574",1.38171237435127
"575",-0.601696880984118
"576",0.290890309098974
"577",0.119258829652182
"578",-1.88580621185774
"579",-0.991448302679329
"580",0.161968284460384
"581",0.811079553610164
"582",-0.904958262075165
"583",-0.0394024646098435
"584",0.570036510631421
"585",-0.289303258173672
"586",-1.37708006489638
"587",0.264543886346211
"588",0.311520625928083
"589",-0.867972436237637
"590",-0.55247083904599
"591",-0.995402455176268
"592",-1.86225067579602
"593",1.13625788993031
"594",0.515705135743437
"595",0.602654737046133
"596",-0.401320583902872
"597",0.760225165176847
"598",1.22304182049524
"599",0.458253681472405
"600",1.22661749823169
"601",1.17939544352435
"602",-1.12672817866693
"603",-0.14582275934422
"604",-1.34939907349133
"605",0.249834587529382
"606",-1.1277699252921
"607",-0.160356715665507
"608",0.473466730336974
"609",0.293818922017166
"610",0.279413175359821
"611",0.684341566157243
"612",0.335266410448929
"613",-0.449739724509284
"614",1.14142441199461
"615",-0.0858102719307104
"616",1.02096586592824
"617",1.11448606510821
"618",-0.120192833510271
"619",0.517046613303815
"620",0.198414223876798
"621",-1.15115265859123
"622",-0.35653274848734
"623",0.654456926167334
"624",-0.578140228021889
"625",-0.0558092915502603
"626",-0.204873790037346
"627",-0.0555304799481862
"628",0.316131460897512
"629",0.525348366689213
"630",0.158309125552864
"631",-2.71289150935913
"632",-0.0148507970876229
